actual,predicted,residual,home,away
-2,0.6320867205517171,-2.632086720551717,Sea Eagles,Dragons
32,21.77489732065247,10.225102679347529,Bulldogs,Rabbitohs
20,16.191621973389232,3.808378026610768,Dolphins,Storm
2,7.089083262938505,-5.089083262938505,Warriors,Broncos
-28,-15.381035056294097,-12.618964943705903,Roosters,Panthers
-10,-0.8026904362680976,-9.197309563731903,Titans,Raiders
-20,-10.284887907130141,-9.715112092869859,Knights,Sharks
-16,-9.816771500161016,-6.183228499838984,Tigers,Eels
24,22.451963422413424,1.5480365775865756,Broncos,Bulldogs
28,28.235996871846865,-0.23599687184686502,Roosters,Dragons
14,17.450175881218026,-3.4501758812180263,Warriors,Knights
8,15.673202228715065,-7.6732022287150645,Storm,Rabbitohs
32,33.321241414848515,-1.3212414148485152,Cowboys,Titans
-16,-14.555335229903479,-1.4446647700965212,Panthers,Sea Eagles
12,9.439442494218028,2.560557505781972,Raiders,Dolphins
2,5.323217498657268,-3.323217498657268,Tigers,Sharks
10,10.74709288942298,-0.74709288942298,Sharks,Eels
10,18.29365136725376,-8.293651367253759,Roosters,Dolphins
-26,-23.292769017580625,-2.707230982419375,Rabbitohs,Knights
4,-0.395405268567503,4.395405268567503,Warriors,Cowboys
6,-16.475999707381703,22.475999707381703,Tigers,Dragons
-20,-22.17926555452307,2.17926555452307,Titans,Bulldogs
24,19.588680774280576,4.411319225719424,Panthers,Broncos
-2,1.4605821131445271,-3.460582113144527,Storm,Raiders
-4,4.2640302174454625,-8.264030217445463,Eels,Dolphins
-4,-15.592710814804814,11.592710814804814,Knights,Titans
8,-15.496642734350482,23.49664273435048,Rabbitohs,Broncos
-12,-10.812625570190997,-1.1873744298090028,Raiders,Bulldogs
-1,-12.998875150952362,11.998875150952362,Dragons,Warriors
0,-8.644667248344309,8.644667248344309,Cowboys,Panthers
64,48.18050880522509,15.819491194774912,Storm,Tigers
-16,-8.92023592416051,-7.07976407583949,Sea Eagles,Sharks
